REVIEW, RATING, USERNAME, USER LINK, DATE, SUPER-REVIEWER STATUS
 A boring story in which I counted 11 plot holes (more than I've ever noticed before in a film) and not even a decent lightsaber fight to make up for it..., 0.5,  , https://www.rottentomatoes.com/user/id/977080025/, January 29 2018, 
 Certain moments of nostalgic greatness do not make up for a mostly absurd storyline that sadly kills all hope for a great ending to the saga., 2.5,  Mario M, https://www.rottentomatoes.com/user/id/803909054/, January 29 2018, 
 I just saw this last night. What a waste of time. The story made absolutely no sense. I am just so grateful that I didn't pay to see this crap!, 1.0,  Joseph D, https://www.rottentomatoes.com/user/id/972625338/, January 29 2018, 
 The first time I liked it but a lot to take in. I love Rey and Kylo Ren characters. They are driving the movie. It retains the same values as all of the star wars and is more likely to pull in new viewers with characters they can relate to., 4.5,  , https://www.rottentomatoes.com/user/id/977080014/, January 29 2018, 
 I don't rate movies as I mostly take everything in stride...so it's sad this movie forced me to sign up just to give it a bad rating., 1.0,  Ralph K, https://www.rottentomatoes.com/user/id/977024464/, January 29 2018, 
 Poorly written terrible story decisions. If it weren't a Star Wars movie it would be getting the bad reviews it deserves. Tired of being expected to enjoy crappy movies just because they're Star Wars., 2.0,  Alexa M, https://www.rottentomatoes.com/user/id/800726189/, January 29 2018, 
 Had to create an account to add my 1/2 star this movie deserved. Critics must have been smoking the green money Disney sent out to them. My rage only increased as the time passed after seeing this movie. So much so that I wrote a 10 page outline/script for the movie in maybe 4 HOURS that blows this crap away. if you want to see it go to YouTube and search Last Jedi Fan alternative, 1.0,  Baron S, https://www.rottentomatoes.com/user/id/961349146/, January 29 2018, 
 RIP Star Wars (1977-2017). For forty years you dazzled and amazed fans of all ages. We stuck with you through Jar Jar Binks and other misfires always knowing that you had the best intentions at heart. Then Rian Johnson came along and decided to kill the past and all that Star Wars meant along with it. <br><br>Make no mistake it wasn't theorizing fanboys with unrealistic expectations misogynists or racists that did the deed. It was a horrible script written by Rian "I wouldn't change a thing" Johnson that did the deed. A script that ignored all that came before it even tossing aside numerous plot threads left to follow by the immediate predecessor in an egotistical effort to make something "unexpected". Bravo - you squeezed out a turd Mr. Johnson. <br><br>To be fair Rian doesn't deserve all the blame. Somehow other people at Lucasfilm and Disney read that script and actually approved it (none of them apparently realizing that the slow chase and casino stop were not unique having already been done much better in either the original or remake of Battlestar Galactica). <br><br>In any event given the results I will follow Rian's advice and let the past die. With it goes my undying love for and loyalty to Star Wars. I suspect there may be a widespread similar reaction from much of the fandom. <br><br>Like many others my one star goes to the one remaining piece of the Star Wars legacy: John Williams., 1.0,  DangerMouse R, https://www.rottentomatoes.com/user/id/977079768/, January 29 2018, 
 In a Galaxy far far a away Rian Johnson and Kathleen Kennedy has ruined the star wars franchise for millions of fans for ever. The End., 1.0,  Aidan H, https://www.rottentomatoes.com/user/id/911638573/, January 29 2018, 
 This movie has plotholes the size of the galaxy. By all accounts NOT a good movie especially if you're a Star Wars fan., 0.5,  Frixos D, https://www.rottentomatoes.com/user/id/977079800/, January 29 2018, 
 This will be my final review of Star Wars: The Last Jedi having seen it for a second time. It is the middle film of the third Star Wars trilogy. This trilogy along with some anthology films are being made because Disney bought LucasFilm in 2012.<br><br><br><br>There is something special about seeing these movies a second time because generally what happens is that any flaws that might exist become less noticeable or at least easier to ignore. In addition you notice new things with each viewing. This was definitely true for watching Star Wars: The Force Awakens which had a few problems not the least of which was that the story was somewhat a remake of the original Star Wars film and the movie is so stingy in providing the audience with information that it made it feel like it was full of plot holes. The other major complaint was that the main character Rey was so talented in everything that it made her feel like a "Mary Sue" which is a character that is so perfect in everything that the character becomes annoying or unbelievable. However especially on my third viewing of the film I began to understand Star Wars: The Force Awakens better and really appreciate what they were trying to do even if it did have a few flaws.<br><br><br><br>Whereas Star Wars: The Force Awakens in many ways copies the original film A New Hope the new movie contains some elements similar to both The Empire Strikes Back and Return of the Jedi. Having already copied many things from the entire first trilogy the next movie might have to do something completely different.<br><br><br><br>After seeing Star Wars: The Last Jedi two weeks ago I watched videos on youtube everyday where people complain about different aspects of this film. A large number of people actually hate this movie but these are usually the die hard fans who feel the movie strayed too far from its roots by slightly changing the Star Wars mythology. Plus the new film like its predecessor still has some plot holes. Furthermore even though people were counting on it to fill in information missing from the previous movie it only provides enough information so that audience can follow along. There are questions that we may never get an answer to such as the origin of Snoke although it has been hinted that some of these questions may be answered in upcoming Star Wars books which is an annoyingly clever form of marketing by Disney and Lucasfilm to get you to buy books.<br><br><br><br>There were three other major complaints about this film. The first is in the way the character Luke Skywalker is handled because he is no longer a hero. After experiencing a major setback Luke abandons his friends the rebellion the Jedi Order and The Force. Even the actor Mark Hamill repeatedly complained about this. The second complaint is that many people feel like the movie is hitting us over the head with Social Justice Warrior messages which seems pretty obvious when watching it. The third complaint is that movie has too many moments of levity. It is not a comedy but it really pushes the humor most of which works but some of it falls flat.<br><br><br><br>There has been a kind of backlash. The Rotten Tomatoes Critics Score is 91% down from an initial 93% but the audience score is only 52%. That's a huge difference between critics and audience although there has been some debate on how accurate the audience score is on Rotten Tomatoes. More importantly ticket sales are way down.<br><br><br><br>Given all the negativity I about convinced myself Star Wars: The Last Jedi might not be worth a second viewing despite feeling thoroughly entertained and emotionally moved the first time around. I was worried that the flaws would stick out too much.<br><br><br><br>I have never been so happy to be wrong. Sure the film has a few flaws as many movies do but the second time around is still very entertaining and emotionally moving. This drowns out any plot holes political agendas being pushed or confusion the movie has caused the audience about the characters.<br><br><br><br>The one thing that the film does well is defy all audience expectations and that makes it more entertaining. At one point Luke says to Rey "This is not going to go the way you think." Well that describes the entire movie which is maybe why some people have a problem with it. To some extent it breaks the mold of what a Star Wars movie could or should be but the result is kind of special. It is also rich in texture I noticed way more things on the second viewing. There is so much that happens that goes by very quickly.<br><br><br><br>The movie is a fitting send off for the late Carrie Fisher. Although she does not have a ton of screen time it is enough and her performance is more interesting than in the previous movie. Her daughter Billie Lourd also has a more active role in this film. The end credits have this dedication:<br><br><br><br>In loving memory of our princess<br><br>Carrie Fisher.<br><br><br><br>The movie could have ended one minute sooner than it did but the final scene is like a bonus involving a young boy we saw earlier in the movie. This scene is magical but you can see the Disney influence in it.<br><br><br><br>Although Star Wars: The Last Jedi may stray a little from its Star Wars roots every time it quickly returns to it roots making it feel like a pretty good Star Wars film. As a die hard Star Wars fan the movie very much appeals to me but it seems also to have been designed to appeal to a much wider audience and not just the Star Wars fanatics. As such it is a very entertaining movie but there are some noticeable flaws. For this reason I can't give it four stars but three and a half just isn't enough to describe how much I like this movie.<br><br><br><br>Rating: 3.75 out of 4.<br><br><br><br>P.S. Both times the audience applauded at the end of the film. That tells you something., 4.0,  John C, https://www.rottentomatoes.com/user/id/911918142/, January 29 2018, 
 The Last Jedi was a better movie than Battlefield Earth and Howard the Duck. That's about ALL you can say for it., 1.0,  Boba F, https://www.rottentomatoes.com/user/id/977043062/, January 29 2018, 
 Someone said that half and zero stars don't count in the average so I'm changing to 1 star. Believe me it doesn't deserve it this is a ZERO star movie beginning with the phony phone call to Hux and ending with Luke dying from exhaustion.<br><br>Seeing this movie can really ruin everything Star Wars for you including the Original Trilogy. I urge you to not see it if possible you will be better off. It's all been said before but here are a couple of examples:<br>1) Luke was turned into a disheveled bum and also an attempted child murderer who (for a second) planned to kill his nephew (who had done nothing wrong) in his sleep then later dies of exhaustion. Not kidding here.<br>2) Leia uses her first force powers to fly through space like Superman. Again I'm not kidding.<br>3)Dumb jokes bad slapstick and endless plot holes. Just sooooo bad!<br>4)Ignores undoes or contradicts everything in Force Awakens. For example 90% of Force Awakens is about a map to find Luke. If Luke didn't want to be found and went to the island to die (sickening idea in its own right) why did he make a map and also give R2 a missing part of it? Did A-hole Rian Johnson even watch Force Awakens once?<br><br>Well like most train wrecks its hard to look away so I expect most will see it. Just remember you've been warned that it can kill Star Wars for you so please stay away and forget you ever heard of this abomination., 1.0,  Brian K, https://www.rottentomatoes.com/user/id/913421435/, January 29 2018, 
 No question the worst Star Wars movie I have yet seen and I have seen them all. All the audience critiques are spot on. Sad that the once great Star Wars has been reduced to a political propaganda film reel but that is what it felt like. In what Yoda would say "Fear I do the end of Star Wars this is.", 1.0,  Paul T, https://www.rottentomatoes.com/user/id/977079789/, January 29 2018, 
 This movie did something I didn't think possible. It made me wish George Lucas were still in control of his property. I wish I could say I loved this and it was a great step forward but the story and the writing are so bad it's hard to look past. I love this franchise I go to the celebrations I collect the collectibles I watch and rewatch. But this is a terrible installment that robs me of all enthusiasm to see Episode IX. It simultaneously lowers my faith that Rian Johnson getting his own Star Wars trilogy is a good thing. An absolutely terrible installment it's like this was written without watching 'Return of the Jedi' and instead merely reading the Wikipedia plot synopsis on them. Heartbroken couldn't be more disappointed., 1.0,  Daniel W, https://www.rottentomatoes.com/user/id/901609181/, January 29 2018, 
 Terrible film that is so wracked with partisan political messaging the plot and story are fundamentally undermined and immersive engagement is destroyed. Unsubtle propaganda via unnecassary characters Military incompetence tone innapropriate gags destroying the groundedness of Force ability via things like Leia Poppins. The one positive element that comes to mind is that unlike Prequel Trilogy and Hobbit films for example they are finding the right balance between Practical Effects and CGI and some of the Cinematography is amazing., 0.5,  Andrew D, https://www.rottentomatoes.com/user/id/977079757/, January 29 2018, 
 This movie is horrifyingly awful. Below is a synopsis of the movie. I am including spoilers so that anyone who doesn't want to line Disney's pockets anymore can skip the movie and catch it later on Netflix.<br><br>There's a painfully slow sub-light space chase where we must believe that an Imperial fleet that can exceed the speed of light can't think of a way to catch a single ever-so-slightly-faster rebel cruiser In space where there's no gravity bombs fall out of ships as though they were WW2 bombers Leia gets ejected into space and comes back to life and travels Mary Poppins-like to knock on the door to be let back in Kylo Ren hates his helmet now The Empire needs a huge complicated device to track ships across the galaxy but Leia and Rey can use a wristwatch to do the same thing there's an entire sub-plot to locate a mysterious code-breaker which was completely pointless Jedi can now make their visage appear anywhere in the universe and scare people Wookies live forever Rey's parents were worthless drunks Jedi masters can come back to life any time they want Adam Driver has nipples Poe Dameron is personally responsible in 2 separate incidents for the deaths of thousands of his fellow rebels but is still a hero Benicio Del Toro's stuttering character is unsympathetic because he immediately sells out the entire resistance Rose sets the casino horses free but leaves the casino human children imprisoned Snoke dies but we get no explanation for who he was or how he got here The guy who could freeze laser blasts in mid-air while simultaneously putting force chokes on people in Episode 7 gets put in a physical chokehold by a red-suit dude and has to be rescued Laura Dern drives her spaceship at light speed through a bad guy ship and kills thousands of bad guys but the 3 good guys are all uninjured Rey can now force lift gigantic boulders even though she has had only one 5-minute Jedi lesson Luke dies (or does he?) the end., 1.0,  John B, https://www.rottentomatoes.com/user/id/977027620/, January 29 2018, 
 The ending was good... but most everything leading up to it was contrived and/or boring.<br>The more you try to make sense of the elements in the movie the more the plot falls apart., 2.0,  David T, https://www.rottentomatoes.com/user/id/785088157/, January 29 2018, 
 Redoing review due to half star supposedly not counting. Nothing else can be said other than it appears this is some type of parody of Star Wars. Rian Johnson apparent ineptness is staggering. I'm leaning though he is a patsy and was basically told what to put in the film and I would expect the new Han Solo to be in the same boat. Axed two directors for creative differences and pulled someone in who would do the mouses bidding. Probably why we haven't seen a trailer yet.<br><br>So about this abomination. Many people will say it's because too many women and SJW etc...it's really not that. Rogue one and TFA was pretty diverse and even though TFA was a rehash of ANH it was still Star Wars and made you made feel good. The problem with TLJ is it is just a terrible movie pure and simple. The movie is just terrible. It's a movie you would expect to see on SyFy at 3am right after Sharknado 3 oh hell no. I'm not joking it's really that bad. It's a complete travesty and utter abomination of the Star Wars lore/history/canon. It almost feels like it was completely done on purpose for some weird reason. I can't think of how any sane individuals could make it through watching the cuts or ven the storyboard and go YES! That's our block buster! This is the rich new direction of the Star Wars universe. This movie is so bad.<br><br>What really aggravates me is the trailer looks so good. It's this constant hoodwinking pulling the rug out from underneath you that's irritating as well. At every turn in the film the rug is pulled out from under you or another thing I love is every detail in the scene is pointed out and over explained. Like Rose looking in the escape pod and seeing finns bag and she's seen others escaping and they she puts two and two together ( verbally ) and my god it's awful. Like beavis noticing the tv was stolen in beavis and butthead do America in which it works in that movie because it's a movie about morons. <br><br>To slightly touch on the SJW front it's ok to have kick ass women and kick ass men share the screen. One doesn't haven't to belittle the other to make the point the woman is strong. Just be cool and make them both kick ass. It's ok we can all get all along no matter how much we say we can't we will<br><br>I won't go over the destruction of Luke. It's freaking lousy and actually I think pushing an agenda which makes me sick<br><br>Chewbaca Kathleen Kennedy watch a Star Wars film and understand Luke can understand Chewie we know Rey can do everything including interrupting but the previous movies show Chewie and Luke communicating. One of the biggest critiques of the movie was lack of extortion towards any character due to non existent character development. One spot that should have been obvious would have been to have Chewie explain to Luke Hans demise. Remember when Chewie threw storm troopers in ESB when Han was going into carbonite? Remember him howling and shooting Kylo and not wasting any time blowing the hell out of Star killer base when Kylo killed Han. If you watch the previous movies you can tell Han and Chewie were pretty good friends and the obvious thing was to have Chewie do it. Seriously aggravates me you spend 200 million on this load of crap and obvious things like this are messed up. You have no direction. It's silly.<br><br>I could talk about Rey all day. A true Mary Sue and it doesn't work. You missed it here. Her being so good at everything was hinged on this second movie and now that even ruin johnson has come out and said it was a creative decision to make her no one special. Lol seriously. I have watched every movie in the theatre. Every since EP1 I've camped out and waited in line took vacation etc. watch them at least 10x in the theaters. Not this one and not another one. I'm so over Star Wars at this point. The decisions in TLJ have made it to where it unrecoverable. Nothing can be done to unscrew this. I couldn't care less what happens to anyone in the film. I don't care about the resistance I don't care about Rey or the insufferable Kylo ren. Kylo is one hell of an actor. Kylo changed his mood every scene in the film. Adam driver is an all star too bad he isn't being used the way he should be.<br><br>I won't go on any more than this about this terrible movie. Kathleen Kennedy and Ruin Johnson. You will go down in history for ruining Star Wars. Think about that. Seriously congrats. This isn't Xmas with the kranks or home alone. Lmfao you took Star Wars and destroyed it!! bwahahahahahahahahahahahahahahahaha. Seriously<br> at the time of this rating you're sitting on a forty nine percent audience rating. And that's with people high fivng it for money. It should be around thirty five or so I wouldsay is fair. It's about a three out of ten star movie overall., 2.5,  Shawn H, https://www.rottentomatoes.com/user/id/977059974/, January 29 2018, 
 This movie was completely atrocious. It seemed like it was written by a miserable feminist who had never watched a Star Wars movie before. There were character inconsistencies everywhere poorly timed &amp dumb jokes &amp ridiculous &amp unnecessary politicization. It was a slap in the face to every fan of the franchise. So disappointed. So awful., 1.0,  Mike O, https://www.rottentomatoes.com/user/id/977079748/, January 29 2018, 
 Doesn't deserve to have the Star Wars title.<br><br>Updating to 1 star so it counts, 1.0,  Chris B, https://www.rottentomatoes.com/user/id/956802747/, January 29 2018, 
 Simply horrible film. Definitely NOT Star Wars ... and I say that as a fan of Star Wars since I was 4 years old ... before the Empire Strikes Back was made. The Last Jedi? Total garbage., 1.0,  Will B, https://www.rottentomatoes.com/user/id/977079735/, January 29 2018, 
 This movie is a slap in the face for real Star Wars fans! Regular <br>consumers of Avengers and simular movies will like it as pure entertainment!<br>For me it is by far the worst and disappointing movie of all films!<br>It it also the end to high end replica merchandising but also for<br>regular toys and collectibles! Disney does not understand the marketing with this brand!<br>I hope they will finally admit and take Rian Johnson and this Kathleen Kennedy of the franchise and fire them!<br>If Rian Johnson will really direct a whole trilogy.. it will be a nightmare!, 0.5,  Diego F, https://www.rottentomatoes.com/user/id/977079725/, January 29 2018, 
 a few toy ideas based on the last jedi...<br>-"disappearing" luke (cardboard cutout luke because he's not really there...)<br>-kylo ren with "removable clothes"<br>-"space skype fingers" action rey and kylo ren<br>-"rocks lifting" rey<br>-chewbacca with "eat or no eat porg" action<br>-"flying frozen" space leia a solid one piece hovering desktop display leia...<br>-rose with "kiss and die" action<br>-dripping bacta suit finn "fill it with water and squirt it out"...<br>-resistance bomber with "drop bombs and self explode" action...<br>-AT-ST legs only<br>-throne room "sliced in two" supreme leader snoke<br>-200 dollar giant resistance capital ship with "pull back and go kamikaze" action<br>-500 dollar super duper giant first order dreadnought with "short range ineffective nerf canons!" and with "sliced in two explode!" action...<br>-1000 dollar mon calamari ship hangar playset comes with 2 a-wings an x-wing and "everything explodes before you play" action...<br>-achto island black hole dive rey complete utter blackness playset with a "mirror that shows.....rey!"... comes with diving rey figure...<br>-luke back on the millenium falcon playset comes with falcon cockpit and luke recreate the scene where luke enters the falcon cockpit and gets the golden dice...<br>-fire starter ghost yoda...flick yoda's hand and start a fire... gas oil not included...<br>-so exciting, 1.0,  Greggy B, https://www.rottentomatoes.com/user/id/888770101/, January 29 2018, 
 Run anti-virus and install ad block and then reboot., 1.0,  Lewis J, https://www.rottentomatoes.com/user/id/977079586/, January 29 2018, 
 Terrible star wars movie., 0.5,  Alexander M, https://www.rottentomatoes.com/user/id/970594177/, January 29 2018, 
 The second I found out Disney took over Star Wars I knew Star Wars was doomed. I knew it would turn into a pitch for girl power and diversity. Leia slapping a man? What if a man slapped a woman!!!? In addition I knew Disney would make Star Wars all flash and no substance. Substance to me is what makes Star Wars what it is. Star Wars was so deep with philosophy etc. that it leaves things subjective and open to interpretation. And to me that interpretation gives the viewer his/her own sense of what Star Wars is and can make it his/her own.<br><br>Anyway imagine if Disney stuck to the Star Wars script and for instance made Luke Skywalker the hero we all remember him to be. This movie could have easily topped one billion domestic. I hope you enjoy all the billions of dollars you're going to lose out on now Disney! You sold out Star Wars to appeal to nothing but women and SJW's and admit doing so isn't that right Rian Johnson? Funny how Rian Johnson is getting so defensive over his "work". Deep down you're admitting your guilt that you're an atrocity to the big screen.<br><br>As for all the professional "critics"... why don't you all grow a pair and tell us how you really feel. You all are too afraid to write a negative review? Take Disney's metaphorical dick out of your mouths and assholes and do your job. As for the critics who gave it a negative review we love you and appreciate you and we'll do our best to make sure you're always revered!<br><br>Oh and one more thing Rian. Stop acting like you're a genius. I know you are losing sleep and officially on medication since you know the entire world loathes you and thinks you're worthless. Loved your article Rian about how you couldn't wait to see the audiences reaction to the Canto Bight scene because you thought it was a masterpiece. Yeah I think us Star Wars fans have deemed that scene the most worthless scene of all time that has nothing to do with the movie. Stop deflecting Rian Johnson. You're done. Retire.<br><br>I'm nitpicking now but the casino planet should have at least had a Pazaak Den. : )<br><br>Anyway I give the 1-star for John Williams... the man is incredible., 1.0,  Scott A, https://www.rottentomatoes.com/user/id/977075862/, January 29 2018, 
 Why this movie is dangerous for the true feminists and women in general.<br>In retrospective after watching this movie we have the possibility to try to understand why Daisy Ridley was casted for playing Rey the first female jedi hero (if we don't count Princess Leia who admittedly never shown to be aware of any force powers until she actually became Mary Poppins in The Last Jedi).<br>First of all let's take a look at her phisical appearance while outside the movie sets: gorgeous makeup long flowing hair generous miniskirts which let us actually see her nice legs open shoes with stilettoes low-cut shirts flashing/bright coloured dresses and shoes. In other words: a woman as we normally see them around. A woman who is not afraid to be a woman and to appeal also sexually the males and the women who watch her. A "normal" woman may I add.<br>Let's take a look at her phisical appearance in the SW movies: her naturally small breasts small hips and butt are further removed from everyone's sight through the use of very tight dresses which never fail to cover her erogenous zones. She does not sport a single trace of makeup. Her hair is tied up. In other word a chastized and de-sexualized de-feminized version of a woman.<br>What is the message that Disney or better Kathleen Kennedy wants to convey here?<br>Are they aware that they are basically saying to all women: "Look if you want to rule the world you have to dress like a man act like a man hide the physical evidence that you are not a man in other words you have to be a man".<br>How bad a role model is that?<br>Look at what Warner Bros did with Wonder Woman. Gal Gadot is a real woman (with ample breasts and hips flowing hair and gorgeous makeup) and she has been casted for playing Diana Prince a very strong and powerful woman in whom almost every other woman in the world can easily identify (and project) herself and who is not afraid at all of showing the world that she is a woman.<br>In the movie her breasts are evidenced not hidden by her costume. Her legs and feet too. And still she succeeds in portraying the most bad-ass female in the universe.<br>Sex appeal is just one of her powers. A very special power indeed since all other women in the world have it.<br>Rey has plenty of force powers. Unfortunately she does not have a bit of sex appeal and she has completely renounced her femininity which would have added some depth to her paper thin character. She barely resembles a woman. Why should women identify with her? Why should men feel attracted by her?<br>Really Disney you got confused. Sex is not the enemy and de-sexualizing every character will not lure men and women into the theaters., 1.0,  Carlos B, https://www.rottentomatoes.com/user/id/977079570/, January 29 2018, 
 Terrible hard to watch, 1.0,  Nigel M, https://www.rottentomatoes.com/user/id/793680286/, January 29 2018, 
 Far better than what I expected. Elements of a really great Star Wars film and some truly great moments make up for somewhat contrived plot (the ship chase seemed like a plot device) and perhaps unnecessary length. Most impressed with Mark Hamill he did a great job with what he was given. I really don't understand all the negative audience reviews overall a very good film with incredible effects and great sound track. The director took some risks and the end result is a worthy addition to the saga even if the film upset some people by doing the unexpected eg. Luke being conflicted. The story may have been more complex less black and white than what some fans were expecting but The Last Jedi is a very solid and entertaining ride start to finish highly recommended., 4.5,  Jarjar B, https://www.rottentomatoes.com/user/id/977079546/, January 29 2018, 
 This film is poor amazed at some of the critics reviews??? Big plot holes no character development and worst of all seems to kill off everything that is or was Star Wars. I left the film feeling angry.<br>Visually it is very well shot though., 1.0,  l w, https://www.rottentomatoes.com/user/id/977079549/, January 29 2018, 
 Really feels like poorly written fan fiction. It's almost as if Rian Johnson watched like 5 episodes of battlestar galactica and suddenly said I got this. Luke not being luke at all is only part of it. Slow motion chase casino nonsense space ghost leia how it ruins leia by making her out to be a horrible leader who gets everyone killed except a handful of people on the falcon., 2.0,  , https://www.rottentomatoes.com/user/id/976991441/, January 29 2018, 
 What about sexual harassment? Who gave Rose the right to kiss Finn? He looked and acted as he didn't see that coming (and to be honest no one did as it was simply ridiculous given the inexistence of hints of a love story beginning between the two) and more important he seemed not to want it.<br>If it was done the other way round we would have had lots of purple haired feminazi demand the director's head and threaten embargo against Disney..., 1.5,  Alicia W, https://www.rottentomatoes.com/user/id/977079543/, January 29 2018, 
 Just when you think you can't get any lower the bottom keeps dropping for Di$ney. What a disgrace to the franchise and unspeakable insult to the fans., 0.5,  Peter C, https://www.rottentomatoes.com/user/id/977079540/, January 29 2018, 
 Just when you think you can't get any lower the bottom keeps dropping for Di$ney. What a disgrace to the franchise and unspeakable insult to the fans., 0.5,  , https://www.rottentomatoes.com/user/id/977079534/, January 29 2018, 
 Worst Star Wars movie ever made, 0.5,  Filippo C, https://www.rottentomatoes.com/user/id/977079522/, January 29 2018, 
 Admit your errors and remake it., 1.0,  Emily B, https://www.rottentomatoes.com/user/id/977079507/, January 29 2018, 
 Movie was good. Many unexpected things happened. Some so-called hardcore fans didn't like the movie because they're theories about it we're wrong. It didn't go in the direction they thought it should so that equaled bad reviews. I too was wrong about what was gonna happen. However if you're going to review based on failed theories then don't review it. Take the movie for what it was. It had good acting good visuals and the story was a good continuation of this 3rd saga. I'm sure opinions of this movie will change for some when Episode IX comes out. They'll go back to episode VIII and be like "Oh that's the reason that happened.", 5.0,  Daniel T, https://www.rottentomatoes.com/user/id/968852839/, January 29 2018, 
 trash. disrespectful to what has come before. story writing is also atrocious in this movie., 1.0,  Benskies m, https://www.rottentomatoes.com/user/id/977050094/, January 29 2018, 
 The Last Jedi completely destroyed the basic storytelling technique of a hero's journey inspired by Joseph Campbell in the original Star Wars and pre-sequels. The Last Jedi threw out the basic stages which a hero or heroine must undergo to overcome challenges and gain self-awareness for the greater good. The original Star Wars' themes of loyalty to friends and mentors the struggle to gain self-awareness the struggle between good vs. evil and the redemption of an evil father are powerful themes found in a hero's journey. <br><br>The Last Jedi was a muddle-ridden plot with characters I no longer care about and can even remember their names. There was an opportunity for the new characters to carry forward the torch with their own unique journeys but instead the audience has to endure the horrible send-off of Luke and his legacy. Also thrown-out was the concept that insight and wisdom are gained from understanding the past and learning from wise mentors and teachers. <br><br>According to this movie you might as well destroy museums historical accounts mythology and legends literature and archaeological findings because it is no longer relevant to the present. What a misconception because the same basic issues keep repeating throughout history. That is why mythology has stood the test of time because it provides guidance and lessons to future generations who struggle to find their destiny. The movie completely lost sight of this. Needless to say I'll never pay to see another Walt Disney Star Wars movie., 0.5,  Linnea T, https://www.rottentomatoes.com/user/id/945405290/, January 29 2018, 
 Not even worth describing or remembering. Remake it., 1.0,  Lunar L, https://www.rottentomatoes.com/user/id/901029763/, January 29 2018, 
 Better than than part 7, 3.5,  Faisal C, https://www.rottentomatoes.com/user/id/796176579/, January 29 2018, 
 No respect to the old characters and old fans, 0.5,  donggeon k, https://www.rottentomatoes.com/user/id/977079489/, January 29 2018, 
 The story was shit. The only people who like this are half retarded., 0.5,  Isaac%20 W, https://www.rottentomatoes.com/user/id/977079466/, January 28 2018, 
 Long awaited movie but not totally satisfying the audience. I felt like something missing in the plot., 3.5,  Rahmadani M, https://www.rottentomatoes.com/user/id/943112490/, January 28 2018, 
 I love Star Wars but this movie just makes no sense. It is so full of plot holes that the Star Wars faithful (myself included) are in complete turmoil. There is no rational explanation for the story. We don't understand much of what happened and how it came about. <br><br>This turmoil has been blamed on sexism due to the many female lead roles but that accusation is a distraction. Using men in the roles wouldn't have fixed the real problem -- the numerous plot failures. <br><br>As the movie ends in complete tragedy all the good guys still alive have smiles on their faces in complete denial of how badly they failed. Disney lives in the same mode. They made a Star Wars movie and they're wearing smiles but they are also in denial of the movie's many failures., 2.0,  Joel R, https://www.rottentomatoes.com/user/id/975092730/, January 28 2018, 
 This film breaks fundamental narrative rules lacks character arc emotion and wastes its time on several pointless subplots. Ultra-progressive in underlying themes and its protagonist is the greatest "Mary Sue" in the history of filmmaking. Disney has failed the fans and destroyed this franchise., 0.5,  Keith T, https://www.rottentomatoes.com/user/id/789498897/, January 28 2018, 
 I rather enjoyed this. Less of the whining from the new generation of characters than in The Force Awakens still with the right amount of love and care taken over the characters we know and love from the old trilogy. Great to see some equality and diversity throughout the cast and extras and amazing visual effects and creature design. Saw it twice didn't lose its impact on the second viewing. Also a great tribute to the late great Carrie Fisher. Can't wait for the DVD release., 5.0,  Carrie v, https://www.rottentomatoes.com/user/id/977079279/, January 28 2018, 
 Vey poor written predictable there are no message not moral nothing to take away from this movie not entertained doesn't matter how much special effect you put in the movie if you don't have a good story line., 0.5,  , https://www.rottentomatoes.com/user/id/977079265/, January 28 2018, 
 Even ignoring the destruction of the original trilogy characters it was just a bad movie. It jumped from one plot hole to the next with a sloppy frenzy. Maybe if they keep the pace moving fast enough you won't notice. Meanwhile every 3D character is decimated and the 1D characters reign supreme. Hell they even put an end to it when the 1D characters started to get some depth. Can't have that happen. Rey Finn Poe - wasted opportunities.<br><br>It looked pretty and had lots of action. Last time I checked a good movie is supposed to tell a story and have some sort of character development. This movie? Nah., 0.5,  Pat D, https://www.rottentomatoes.com/user/id/970250421/, January 28 2018, 
 Ugh! What a waste of time!!! Way of track!!! The storyline was way to %$@#&amp/% and was totally !@#$%%%&amp* and yes it $#@$%^&amp$##%$#!, 1.0,  , https://www.rottentomatoes.com/user/id/977079252/, January 28 2018, 
 Arrgh the more I think about this movie. The more I get disappointed. Just like Star Trek into Darkness killed the Star Trek franchise . I think this movie just killed Star War, 2.0,  Juan A, https://www.rottentomatoes.com/user/id/843009839/, January 28 2018, 
 Unnecessary long bloated movie of attempted comedy pointless to antithetical subplots and most jarringly continuity errors which destroy the lore and open up holes in previous movies. Characters are killed off without knowing their backstory Luke's behavior is poorly explained and even Yoda makes an appearance for no reason.<br><br>Looks pretty., 0.5,  Stefan H, https://www.rottentomatoes.com/user/id/914474494/, January 28 2018, 
 One of the worst entries into the Star Wars legacy. This movie is nonsensical and boring. The only positive I see is that if Hollywood will greenlight garbage like this then I have a shot at getting a script produced., 1.0,  Richard W, https://www.rottentomatoes.com/user/id/934393223/, January 28 2018, 
 One of the worst movies I have ever seen. I will miss Star Wars., 1.0,  Gabriel C, https://www.rottentomatoes.com/user/id/976983006/, January 28 2018, 
 was just dumb it breaks my heart at how bad this is.., 0.5,  Rob D, https://www.rottentomatoes.com/user/id/917518654/, January 28 2018, 
 Beautifully done. 11/10, 5.0,  Angelina D, https://www.rottentomatoes.com/user/id/977055800/, January 28 2018, 
